"","CommonName","Analy","SampleID","Station","sitetype","site","Region2","Date","month","season","atotal","Dilution","Volume","totCount","totcells","totCountall","CPUE","ZooCode","FishCode","Phylum","Class","Order","Family","Genus","Species","LifeStage","fishDiet","Analy2","CN"
"2079","Cyclopoid Other","Cyclopoida","ZOOP5-15MAR2018","602FRP","channel","Grizzly","Suisun Bay","2018-03-15",3,"Spring",3,15,2.05602494471437,1,5,991,1.45912626581326,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2080","Cyclopoid Other","Cyclopoida","ZOOP5-TR-19MAR2019","TR5","tidal","Tule Red","Suisun Bay","2019-03-19",3,"Spring",30,150,9.42572902441865,1,5,502,3.18277768459934,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2081","Cyclopoid Other","Cyclopoida","ZOOP801-2-12MAR2018","801 FRP","channel","Broad","Confluence","2018-03-12",3,"Spring",3,30,1.71860290783565,1,10,205,1.74560393580277,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2082","Cyclopoid Other","Cyclopoida","ZOOP1-23MAR2018","SWLiberty","tidal","Liberty","Cache Slough","2018-03-23",3,"Spring",30,30,1.85942037122637,6,6,480,16.1340600889586,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2083","Cyclopoid Other","Cyclopoida","ZOOP3-RYER-02OCT2019","Ryer2ndChannel","tidal","Ryer","Suisun Bay","2019-10-02",10,"Fall",12.5,30,2.01373471609224,5,12,443,6.20737175562873,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2084","Cyclopoid Other","Cyclopoida","ZOOP2-WL-22FEB2019","Breach 2 Inside","diked","Wings","North Suisun","2019-02-22",2,"Winter",8.75,70,0.296931392453279,1,8,421,29.4680866435393,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2085","Cyclopoid Other","Cyclopoida","ZOOP4-13APR2018","Decker Breach","tidal","Decker","Sac-San Joaquin","2018-04-13",4,"Spring",7,NA,2.41909105639588,NA,NA,NA,2.8936488279317,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2086","Cyclopoid Other","Cyclopoida","ZOOP4-BI-28MAR2019","Browns Channel","tidal","Browns","Confluence","2019-03-28",3,"Spring",1,10,1.91340789712696,1,10,563,0.522627716495542,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2087","Cyclopoid Other","Cyclopoida","ZOOP3-DI-18MAR2019","Decker Breach","tidal","Decker","Sac-San Joaquin","2019-03-18",3,"Spring",17.1428571428571,150,1.71230436314724,4,35,156,10.0115712555613,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2088","Cyclopoid Other","Cyclopoida","ZOOP2-RI-11APR2019","Ryer 2nd channel","tidal","Ryer","Suisun Bay","2019-04-11",4,"Spring",3.125,NA,2.10686319827077,NA,NA,NA,1.48324770329885,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2089","Cyclopoid Other","Cyclopoida","ZOOP1-WL-22FEB2019","Wings Brood Pond","diked","Wings","North Suisun","2019-02-22",2,"Winter",1,10,0.881796256376404,1,10,89,1.1340488154365,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2090","Cyclopoid Other","Cyclopoida","ZOOP6-LI-25APR2019","NELiberty","tidal","Liberty","Cache Slough","2019-04-25",4,"Spring",111.111111111111,200,3.82996506659813,5,9,517,29.0109985806745,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2091","Cyclopoid Other","Cyclopoida","ZOOP2-WI-09APR2019","801 FRP","channel","Broad","Confluence","2019-04-09",4,"Spring",9,30,2.02453222127236,3,10,449,4.44547135651107,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2092","Cyclopoid Other","Cyclopoida","ZOOP4-D-10MAY2018","Decker Breach","tidal","Decker","Sac-San Joaquin","2018-05-10",5,"Spring",60,40,1.19492390659986,9,6,564,50.2124023702306,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2093","Cyclopoid Other","Cyclopoida","ZOOP3-23MAR2018","NELiberty","tidal","Liberty","Cache Slough","2018-03-23",3,"Spring",16,80,1.54044407236368,1,5,840,10.3866153189511,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2094","Cyclopoid Other","Cyclopoida","ZOOP4-02MAR2018","724 FRP","channel","Miner","Cache Slough","2018-03-02",3,"Spring",12.5,15,1.57778544444492,5,6,482,7.92249671462625,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2095","Cyclopoid Other","Cyclopoida","ZOOP3-6JUN2018","724 FRP","channel","Miner","Cache Slough","2018-06-06",6,"Summer",5.625,15,1.57013721160901,3,8,534,3.58248945277575,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2096","Cyclopoid Other","Cyclopoida","ZOOP_801-4-12MAR2018","801 FRP","channel","Broad","Confluence","2018-03-12",3,"Spring",6,3,1.87876590134075,2,1,4853,3.19358574462002,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2097","Cyclopoid Other","Cyclopoida","ZOOP2-AR-30APR2019","Arnold Restoration","diked","Arnold","Nurse-Denverton","2019-04-30",4,"Spring",542.857142857143,NA,0.764823283591779,NA,NA,NA,709.78114095555,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2098","Cyclopoid Other","Cyclopoida","ZOOP4-PI-26MAR2019","ProBr","muted","Prospect","Cache Slough","2019-03-26",3,"Spring",2,NA,1.82387858334181,NA,NA,NA,1.09656422212903,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2099","Cyclopoid Other","Cyclopoida","ZOOP1-29MAR2018","Ryer3","tidal","Ryer","Suisun Bay","2018-03-29",3,"Spring",8.33333333333333,NA,2.6408898086375,NA,NA,NA,3.1555020986024,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2100","Cyclopoid Other","Cyclopoida","ZOOP2-23JAN2018","Decker Breach","tidal","Decker","Sac-San Joaquin","2018-01-23",1,"Winter",2,10,0.364415799829024,1,5,210,5.48823624260627,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2101","Cyclopoid Other","Cyclopoida","ZOOP2-SJ-30MAY2019","Stacys Island","tidal","WTIB","Sac-San Joaquin","2019-05-30",5,"Spring",16.1538461538462,70,0.223598336438302,3,13,504,72.2449299541346,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2102","Cyclopoid Other","Cyclopoida","ZOOP3-YOLO-18NOV2019","Toedrain1","tidal","Flyway","Cache Slough","2019-11-18",11,"Fall",6,10,2.9913588309422,6,10,909,2.00577742059456,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2103","Cyclopoid Other","Cyclopoida","ZOOP3-23JAN2018","Decker Breach","tidal","Decker","Sac-San Joaquin","2018-01-23",1,"Winter",4,10,0.922286900801851,2,5,294,4.33704522586446,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2104","Cyclopoid Other","Cyclopoida","ZOOP2-WI-28MAR2019","801 FRP","channel","Broad","Confluence","2019-03-28",3,"Spring",3.2797638570023,NA,2.93512182479575,NA,NA,NA,1.11742000938258,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2105","Cyclopoid Other","Cyclopoida","ZOOP2-13DEC2018","723 FRP","tidal","Liberty","Cache Slough","2018-12-13",12,"Winter",1.42857142857143,10,2.89013221987858,1,7,630,0.494292758907565,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2106","Cyclopoid Other","Cyclopoida","ZOOP3-GB-25APR2019","GRIZ_UNK","channel","Grizzly","Suisun Bay","2019-04-25",4,"Spring",13.3333333333333,NA,0.476439916072761,NA,NA,NA,27.9853406138563,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2107","Cyclopoid Other","Cyclopoida","ZOOP1-PI-04APR2019","SoPro2","muted","Prospect","Cache Slough","2019-04-04",4,"Spring",7.50000000000002,NA,2.16624947676142,NA,NA,NA,3.46220510631705,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2108","Cyclopoid Other","Cyclopoida","ZOOP6-15MAR2018","602FRP","channel","Grizzly","Suisun Bay","2018-03-15",3,"Spring",2.5,15,2.37725072382292,1,6,1385,1.05163497267957,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2109","Cyclopoid Other","Cyclopoida","ZOOP1B-13MAR2018","609 FRP","channel","L Honker","Nurse-Denverton","2018-03-13",3,"Spring",7.14285714285714,NA,1.4545139269719,NA,NA,NA,4.91082072876923,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2110","Cyclopoid Other","Cyclopoida","ZOOP1-SI-11SEP2019","STACYS","tidal","WTIB","Sac-San Joaquin","2019-09-11",9,"Fall",16.6666666666667,150,2.36780290679031,1,9,470,7.03887414736696,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2111","Cyclopoid Other","Cyclopoida","ZOOP2-SJ-10APR2019","Stacys Island","tidal","WTIB","Sac-San Joaquin","2019-04-10",4,"Spring",5,30,0.986172139784224,1,6,414,5.07010875514493,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2112","Cyclopoid Other","Cyclopoida","ZOOP3-LOOK-08OCT2019","LOOK_UNK","diked","Lookout","Cache Slough","2019-10-08",10,"Fall",238,70,1.0388099775373,17,5,831,229.108311574197,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2113","Cyclopoid Other","Cyclopoida","ZOOP1-13APR2018","Decker Breach","tidal","Decker","Sac-San Joaquin","2018-04-13",4,"Spring",44.6428571428571,NA,1.63492224268972,NA,NA,NA,27.3057983903945,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2114","Cyclopoid Other","Cyclopoida","ZOOP1-BROW-30OCT2019","Browns Channel","tidal","Browns","Confluence","2019-10-30",10,"Fall",20,200,3.0309496832693,1,10,472,6.5985918903237,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2115","Cyclopoid Other","Cyclopoida","ZOOP2-SJ-01OCT2019","STACYS","tidal","WTIB","Sac-San Joaquin","2019-10-01",10,"Fall",23.5294117647059,200,3.53438336229236,2,17,405,6.65728908067431,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2116","Cyclopoid Other","Cyclopoida","ZOOP3-26MAR2018","Bradmoor","diked","Bradmoor","Nurse-Denverton","2018-03-26",3,"Spring",8,40,0.428750934860568,1,5,961,18.658851443908,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2117","Cyclopoid Other","Cyclopoida","ZOOP1S-10APR2018","Stacys Island","tidal","WTIB","Sac-San Joaquin","2018-04-10",4,"Spring",206.25,30,1.97054469537176,55,8,710,104.666491698677,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2118","Cyclopoid Other","Cyclopoida","ZOOP3S-13MAR2018","Stacys Island","tidal","WTIB","Sac-San Joaquin","2018-03-13",3,"Spring",3.33333333333333,30,3.09528481830085,1,9,622,1.07690682086024,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2119","Cyclopoid Other","Cyclopoida","ZOOP2-LI-06JUN2019","SELiberty","tidal","Liberty","Cache Slough","2019-06-06",6,"Summer",6.66666666666667,40,6.61527150701972,1,6,438,1.00776916859609,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2120","Cyclopoid Other","Cyclopoida","ZOOP1-609-10APR2018","609 FRP","channel","L Honker","Nurse-Denverton","2018-04-10",4,"Spring",1.66666666666667,15,3.41606070136022,1,9,1073,0.487891408370767,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2121","Cyclopoid Other","Cyclopoida","ZOOP6-13APR2018","705 FRP","channel","Horseshoe","Sac-San Joaquin","2018-04-13",4,"Spring",6,15,2.62604323901483,2,5,889,2.28480624799267,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2122","Cyclopoid Other","Cyclopoida","ZOOP2-LIBE-16DEC2019","SWLiberty","tidal","Liberty","Cache Slough","2019-12-16",12,"Winter",60,30,3.56137712524266,10,5,810,16.8474154491324,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2123","Cyclopoid Other","Cyclopoida","ZOOP2-08NOV2018","723 FRP","tidal","Liberty","Cache Slough","2018-11-08",11,"Fall",664.285714285714,150,3.3260814915259,31,7,635,199.720216109606,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2124","Cyclopoid Other","Cyclopoida","ZOOP3-5JUN2018","Decker Breach","tidal","Decker","Sac-San Joaquin","2018-06-05",6,"Summer",35,100,0.457994178056724,7,20,402,76.420185401713,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2125","Cyclopoid Other","Cyclopoida","ZOOP1-23JAN2018","Decker Breach","tidal","Decker","Sac-San Joaquin","2018-01-23",1,"Winter",132,30,0.446746776827433,22,5,1114,295.469395296809,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2126","Cyclopoid Other","Cyclopoida","ZOOP3-02MAR2018","724 FRP","channel","Miner","Cache Slough","2018-03-02",3,"Spring",2.85714285714286,20,2.05287567237017,1,7,547,1.39177588569897,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2127","Cyclopoid Other","Cyclopoida","ZOOP2-BROW-03DEC2019","Browns Channel","tidal","Browns","Confluence","2019-12-03",12,"Winter",21,15,2.67058294788282,7,5,462,7.86345169194177,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2128","Cyclopoid Other","Cyclopoida","ZOOP1-BI-28MAR2019","BrownsPond","tidal","Browns","Confluence","2019-03-28",3,"Spring",2.5,20,2.2094394974819,1,8,441,1.13150869387881,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2129","Cyclopoid Other","Cyclopoida","ZOOP2-RYER-02OCT2019","Ryer2ndChannel","tidal","Ryer","Suisun Bay","2019-10-02",10,"Fall",3.33333333333333,30,3.68374885061735,2,18,411,0.904875296472697,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2130","Cyclopoid Other","Cyclopoida","ZOOP1-BI-09APR2019","BrownsPond","tidal","Browns","Confluence","2019-04-09",4,"Spring",4,NA,2.65528648221099,NA,NA,NA,1.50642878905831,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2131","Cyclopoid Other","Cyclopoida","ZOOP1-DI-30MAY2019","Decker Breach","tidal","Decker","Sac-San Joaquin","2019-05-30",5,"Spring",41.6666666666667,100,0.619056963660169,5,12,442,67.3066763037651,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2132","Cyclopoid Other","Cyclopoida","ZOOP2-LS-03APR2019","LookoutSouthPond","diked","Lookout","Cache Slough","2019-04-03",4,"Spring",300,NA,0.516030768399865,NA,NA,NA,581.360683065965,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2133","Cyclopoid Other","Cyclopoida","ZOOP2-LI-04SEP2019","SWLiberty","tidal","Liberty","Cache Slough","2019-09-04",9,"Fall",4,20,2.19009396736752,2,10,448,1.82640565181227,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2134","Cyclopoid Other","Cyclopoida","ZOOP4S-13MAR2018","Stacys Island","tidal","WTIB","Sac-San Joaquin","2018-03-13",3,"Spring",2.85714285714286,40,1.90396008009436,1,14,499,1.50063170284603,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2135","Cyclopoid Other","Cyclopoida","ZOOP3-PI-26MAR2019","ProBr","muted","Prospect","Cache Slough","2019-03-26",3,"Spring",2.5,15,2.13070768887686,1,6,433,1.17331908691699,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2136","Cyclopoid Other","Cyclopoida","ZOOP2-DI-18MAR2019","Decker Channel","tidal","Decker","Sac-San Joaquin","2019-03-18",3,"Spring",8,80,2.23598336438303,2,20,136,3.57784415010951,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2137","Cyclopoid Other","Cyclopoida","ZOOP2-D-10MAY2018","Decker Inside","tidal","Decker","Sac-San Joaquin","2018-05-10",5,"Spring",15.2380952380952,40,0.192105612996288,8,21,550,79.32144719993,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2138","Cyclopoid Other","Cyclopoida","ZOOP2-11MAY2018","Wings 1","diked","Wings","North Suisun","2018-05-11",5,"Spring",16.6666666666667,25,2.63459126394909,4,6,1924,6.32609198046317,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2139","Cyclopoid Other","Cyclopoida","ZOOP3-D-10MAY2018","Horsebend1","channel","Horseshoe","Sac-San Joaquin","2018-05-10",5,"Spring",3,15,9.42572902441865,1,5,909,0.318277768459934,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2140","Cyclopoid Other","Cyclopoida","ZOOP2-WL-14MAR2019","Wings 1","diked","Wings","North Suisun","2019-03-14",3,"Spring",24,60,3.80297130364783,2,5,1932,6.31085487733738,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2141","Cyclopoid Other","Cyclopoida","ZOOP1-LOOK-08OCT2019","LOOK_UNK","diked","Lookout","Cache Slough","2019-10-08",10,"Fall",80,400,0.989771308177597,1,5,774,80.8267519365649,29,NA,"Arthropoda","Copepoda","Cyclopoida",NA,NA,NA,"adult",TRUE,"Copepoda","Cyclopoid Other"
"2142","Daphnia","Cladocera","ZOOP2-WING-18DEC2019","Wings 1","diked","Wings","North Suisun","2019-12-18",12,"Winter",1822.22222222222,100,3.6558552955687,164,9,990,498.439373251714,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2143","Daphnia","Cladocera","ZOOP1-ND-08APR2019","609 FRP","channel","L Honker","Nurse-Denverton","2019-04-08",4,"Spring",27.906976744186,NA,2.06007400915692,NA,NA,NA,13.5465894041384,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2144","Daphnia","Cladocera","ZOOP3-14MAR2018","ProBr","muted","Prospect","Cache Slough","2018-03-14",3,"Spring",25,30,1.92420540230708,5,6,545,12.9923759542643,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2145","Daphnia","Cladocera","ZOOP3-02MAR2018","724 FRP","channel","Miner","Cache Slough","2018-03-02",3,"Spring",37.1428571428571,20,2.05287567237017,13,7,547,18.0930865140866,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2146","Daphnia","Cladocera","ZOOP1B-13MAR2018","609 FRP","channel","L Honker","Nurse-Denverton","2018-03-13",3,"Spring",3.57142857142857,NA,1.4545139269719,NA,NA,NA,2.45541036438462,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2147","Daphnia","Cladocera","ZOOP3-PI-04APR2019","SoPro1","muted","Prospect","Cache Slough","2019-04-04",4,"Spring",30,250,3.01025446500741,3,25,220,9.96593488980213,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2148","Daphnia","Cladocera","ZOOP6-LI-25APR2019","NELiberty","tidal","Liberty","Cache Slough","2019-04-25",4,"Spring",288.888888888889,200,3.82996506659813,13,9,517,75.4285963097536,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2149","Daphnia","Cladocera","ZOOP4B-13MAR2018","Blacklock","tidal","Blacklock","Nurse-Denverton","2018-03-13",3,"Spring",30,NA,1.69925737772126,NA,NA,NA,17.6547710743093,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2150","Daphnia","Cladocera","ZOOP5-WI-27MAR2019","801 FRP","channel","Broad","Confluence","2019-03-27",3,"Spring",16,40,1.12788939527329,8,20,199,14.18578813406,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2151","Daphnia","Cladocera","ZOOP1-CI-29APR2019","Chipps North","diked","Chipps","Confluence","2019-04-29",4,"Spring",7.14285714285714,NA,0.442697712384889,NA,NA,NA,16.1348408700315,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2152","Daphnia","Cladocera","ZOOP1-PI-26MAR2019","MinSlo1","channel","Miner","Cache Slough","2019-03-26",3,"Spring",116.666666666667,70,4.24072015949183,10,6,425,27.5110505477558,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2153","Daphnia","Cladocera","ZOOP2-YF-23MAY2019","Flyway Channel","tidal","Flyway","Cache Slough","2019-05-23",5,"Spring",350,250,2.04072847904254,7,5,879,171.507382581445,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2154","Daphnia","Cladocera","ZOOP5P-29MAR2018","SoPro4","muted","Prospect","Cache Slough","2018-03-29",3,"Spring",5,NA,2.68318003725963,NA,NA,NA,1.86346049484871,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2155","Daphnia","Cladocera","ZOOP2-RI-11APR2019","Ryer 2nd channel","tidal","Ryer","Suisun Bay","2019-04-11",4,"Spring",18.75,NA,2.10686319827077,NA,NA,NA,8.89948621979313,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2156","Daphnia","Cladocera","ZOOP5-18APR2018","Dow Outside",NA,"Dow","Confluence","2018-04-18",4,"Spring",12,80,2.8010528021426,3,20,329,4.28410345953524,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2157","Daphnia","Cladocera","ZOOP1-SJ-07JUN2019","STACYS","tidal","WTIB","Sac-San Joaquin","2019-06-07",6,"Summer",150,150,3.6702519691422,5,5,836,40.8691286759414,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2158","Daphnia","Cladocera","ZOOP1-YF-12JUN2019","Flyway Channel","tidal","Flyway","Cache Slough","2019-06-12",6,"Summer",3.63636363636364,40,2.18694469502332,2,22,272,1.66275976006099,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2159","Daphnia","Cladocera","ZOOP1-11JUN2018","Wings 1","diked","Wings","North Suisun","2018-06-11",6,"Summer",50,25,1.76674178509701,12,6,1274,28.3006834511782,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2160","Daphnia","Cladocera","ZOOP2-BI-28MAR2019","BrownsPond","tidal","Browns","Confluence","2019-03-28",3,"Spring",1,NA,1.26240831397561,NA,NA,NA,0.792136734944951,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
"2161","Daphnia","Cladocera","ZOOP3-11APR2018","720 FRP","tidal","Lindsey","Cache Slough","2018-04-11",4,"Spring",3.33333333333333,40,3.41291142901602,1,12,678,0.976683222715325,62,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Daphnia","spp.","adult",TRUE,"Cladocera","Daphnia"
